actual_seq_len,batch_size,best_eval_accuracy,best_eval_loss,best_eval_step,dtype,file,final_eval_accuracy,final_eval_loss,final_step,final_train_loss,hidden_size,lr,model,param_count,requested_seq_len,seed,status,steps,task,vocab_size
255,4,0.9562737642585551,0.16015625,800,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr1e_3_2000steps_freegpu.jsonl,0.9001919385796545,0.335693359375,2000,0.18359375,256,0.001,gdn,1254920,256,42,ok,2000,stack,128
255,4,0.9654510556621881,0.1256103515625,2000,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr1e_3_2000steps_freegpu.jsonl,0.9654510556621881,0.1256103515625,2000,0.0947265625,256,0.001,kda,1385988,256,42,ok,2000,stack,128
255,4,0.03682170542635659,4.0234375,1400,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr1e_3_2000steps_freegpu.jsonl,0.028790786948176585,4.00390625,2000,4.0,256,0.001,mamba2,1520928,256,42,ok,2000,stack,128
255,4,0.028225806451612902,4.125,400,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr1e_4_2000steps_freegpu.jsonl,0.02111324376199616,4.0859375,2000,4.09375,256,0.0001,gdn,1254920,256,42,ok,2000,stack,128
255,4,0.07380073800738007,4.0703125,1800,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr1e_4_2000steps_freegpu.jsonl,0.05566218809980806,4.078125,2000,4.09375,256,0.0001,kda,1385988,256,42,ok,2000,stack,128
255,4,0.027675276752767528,4.0859375,1800,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr1e_4_2000steps_freegpu.jsonl,0.007677543186180422,4.109375,2000,4.09375,256,0.0001,mamba2,1520928,256,42,ok,2000,stack,128
255,4,0.9556451612903226,0.257080078125,400,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr5e_4_2000steps_freegpu.jsonl,0.9193857965451055,0.244140625,2000,0.1630859375,256,0.0005,gdn,1254920,256,42,ok,2000,stack,128
255,4,0.9575645756457565,0.1348876953125,1800,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr5e_4_2000steps_freegpu.jsonl,0.9366602687140115,0.208251953125,2000,0.07470703125,256,0.0005,kda,1385988,256,42,ok,2000,stack,128
255,4,0.14395393474088292,3.515625,2000,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr5e_4_2000steps_freegpu.jsonl,0.14395393474088292,3.515625,2000,3.578125,256,0.0005,mamba2,1520928,256,42,ok,2000,stack,128
255,4,0.025830258302583026,4.234375,1800,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr5e_5_2000steps_freegpu.jsonl,0.02111324376199616,4.2265625,2000,4.25,256,5e-05,gdn,1254920,256,42,ok,2000,stack,128
255,4,0.01937984496124031,4.234375,1400,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr5e_5_2000steps_freegpu.jsonl,0.019193857965451054,4.1953125,2000,4.21875,256,5e-05,kda,1385988,256,42,ok,2000,stack,128
255,4,0.023985239852398525,4.4765625,1800,bfloat16,artifacts/synthetic_stack_paper_shape_bf16_b4_s64_lr5e_5_2000steps_freegpu.jsonl,0.015355086372360844,4.4609375,2000,4.40625,256,5e-05,mamba2,1520928,256,42,ok,2000,stack,128
